Gene_Name	Interactions
RANBP1	"['XPO1', 'P04618', 'RAN']"
RANBP2	['SUMO1']
RANBP9	"['L1CAM', 'KRAS', 'NRAS', 'HRAS']"
RANGAP1	"['UBE2I', 'RANBP2', 'RANGAP1', 'RAN', 'SUMO1']"
RAP1A	"['GRB2', 'SOS1', 'YWHAB', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK3', 'MAPK1', 'KIDINS220', 'NTRK1', 'CRK', 'NGF', 'TLN1', 'PTK2', 'SYK']"
RAP1B	"['GRB2', 'SOS1', 'TLN1', 'PTK2', 'SYK']"
RAP1GAP	"['RAP1B', 'RAP1A']"
RAP1GAP2	"['RAP1B', 'RAP1A']"
RAPGEF1	"['EPO', 'LYN', 'JAK2', 'IRS2', 'EPOR', 'SOS1', 'GRB2', 'VAV1', 'PDGFRB', 'PDGFB', 'PDGFRA', 'PDGFA', 'BCAR1', 'CRKL', 'CRK', 'RAP1A', 'RAP1B']"
RAPGEF3	"['RAP1B', 'RAP1A']"
RAPGEF4	"['RAP1A', 'RAP1B']"
RARA	"['RXRA', 'UBE2I', 'SUMO2']"
RARB	['RXRA']
RARG	['RXRG']
RASA1	"['PDGFB', 'PDGFRB', 'EFNB3', 'EFNB1', 'EFNB2', 'HRAS', 'ARHGAP35', 'NRAS', 'KRAS']"
RASGRF1	"['CALM3', 'LRRC7', 'DLG4', 'DLG3', 'DLG1', 'DLG2', 'NEFL', 'GRIN2B', 'CAMK2A', 'GRIN1', 'ACTN2', 'CAMK2B', 'RASGRF1', 'KRAS', 'HRAS', 'NRAS']"
RASGRF2	"['DLG4', 'LRRC7', 'DLG2', 'CALM3', 'DLG3', 'CAMK2A', 'ACTN2', 'GRIN2B', 'CAMK2B', 'DLG1', 'NEFL', 'GRIN1', 'RASGRF1', 'RASGRF2', 'HRAS', 'NRAS', 'KRAS']"
RASGRP1	"['RAP1B', 'RAP1A', 'HRAS', 'NRAS', 'KRAS']"
RASGRP2	"['RAP1B', 'RAP1A']"
RASGRP3	"['NRAS', 'HRAS', 'KRAS']"
RB1	"['SKP2', 'FZR1', 'E2F3', 'E2F1', 'TFDP2', 'TFDP1', 'E2F2', 'RUNX2', 'Q08775', 'RB1']"
RB1CC1	"['RRAGC', 'MTOR', 'RRAGA', 'RHEB', 'RPTOR', 'RRAGB', 'SLC38A9', 'MLST8', 'RRAGD', 'PRKAG1', 'PRKAB2', 'PRKAA2', 'PRKAA1', 'PRKAG3', 'PRKAB1', 'PRKAG2', 'ULK1', 'ATG101', 'ATG13', 'DYNLL2', 'PIK3C3', 'AMBRA1', 'ATG14', 'DYNLL1', 'BECN1', 'PIK3R4']"
RBBP4	"['DNMT3B', 'DNMT1', 'DNMT3A', 'EZH2', 'EED', 'AEBP2', 'MTF2', 'HIST1H3F', 'H3F3B', 'HIST2H4A', 'HIST2H3D']"
RBBP7	"['DNMT3A', 'DNMT1', 'DNMT3B', 'HAT1', 'EED', 'EZH2', 'AEBP2', 'MTF2', 'HIST1H3F', 'HIST2H3D', 'H3F3B', 'HIST2H4A']"
RBBP8	"['RMI2', 'EXO1', 'TOP3A', 'WRN', 'RMI1', 'DNA2', 'BRIP1', 'BLM', 'ATRIP', 'ATR', 'RBBP8', 'BARD1', 'BRCA1', 'PALB2', 'BRCA2', 'RAD51AP1', 'RAD51', 'CDK2', 'LIG3', 'XRCC1', 'RAD50', 'NBN', 'MRE11', 'RPA1', 'RPA2', 'RPA3', 'KAT5', 'ATM']"
RBCK1	"['OTULIN', 'CHUK', 'IKBKG', 'IKBKB']"
RBFOX2	"['HNRNPH1', 'HNRNPF']"
RBL1	"['E2F5', 'E2F4']"
RBL2	"['TFDP2', 'TFDP1', 'E2F4', 'E2F5', 'SKP1', 'CUL1', 'CKS1B', 'SKP2']"
RBM8A	"['CASC3', 'EIF4A3', 'RNPS1', 'UPF2', 'MAGOHB', 'MAGOH']"
RBPJ	"['NOTCH1', 'SNW1', 'MAML3', 'MAML2', 'NOTCH2', 'MAML1', 'EP300', 'NOTCH3', 'STAT1', 'NOTCH4', 'P21783', 'KAT2B']"
RBSN	"['RAB5A', 'VPS45']"
RBX1	"['SKP1', 'NFKB1', 'NFKBIA', 'RELA', 'DCUN1D3', 'COMMD1', 'CCDC22', 'CAND1', 'CUL3', 'KLHL12', 'CUL9', 'CUL5', 'ELOC', 'CUL1', 'ERCC6', 'KBTBD7', 'DCUN1D1', 'UBE2M', 'NEDD8', 'LIMD1', 'EGLN3', 'EGLN1', 'JAK2', 'PRL', 'PRLR', 'CSH1', 'GH2', 'GH1', 'CUL2', 'ELOB', 'VHL', 'AURKA', 'FBXL18', 'FBXL7', 'RBX1', 'DDB2', 'DDB1', 'CHD1L', 'XPC', 'CETN2', 'RAD23B', 'HIF3A', 'HIF1A', 'EPAS1', 'Q01705', 'NOTCH1', 'GLI2', 'GLI3', 'DVL3', 'DVL2']"
RCC1	['RAN']
RCL1	['BMS1']
RCVRN	['GRK1']
RDH10	['RLBP1']
RDH11	"['RLBP1', 'RBP2']"
RDH5	['RLBP1']
REG3A	['REG3A']
REL	"['NFKBIB', 'NFKBIA', 'NFKBIE']"
RELA	"['RELA', 'NFKBIB', 'NFKBIE', 'NFKBIA', 'NFKB1', 'NFKB2', 'EP300', 'CREBBP']"
RELB	"['BTRC', 'FBXW11', 'SKP1', 'CUL1', 'CHUK', 'MAP3K14', 'RELA']"
RELN	"['VLDLR', 'SH3KBP1', 'DAB1']"
REN	"['ATP6AP2', 'AGT']"
RENBP	['RENBP']
REPS2	"['EPS15', 'EPN1', 'EPN2']"
REST	"['KDM1A', 'HDAC2', 'RCOR1', 'HDAC1']"
RET	"['RET', 'GFRA4', 'GDNF', 'NRTN', 'PSPN', 'GFRA3', 'ARTN', 'GFRA1', 'GFRA2', 'GAB1', 'GAB2', 'PTPN11', 'PIK3CB', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'FRS2', 'GRB2', 'SOS1', 'SRC', 'RAP1GAP']"
REV1	"['RPA2', 'PCNA', 'RPA1', 'RPA3', 'MAD2L2', 'REV3L', 'POLI', 'POLK', 'TRIM25', 'UBE2L6', 'ISG15', 'UBA7']"
REV3L	"['POLK', 'MAD2L2']"
RGMA	['NEO1']
RGMB	['NEO1']
RGP1	"['RAB6A', 'GDI2', 'GDI1', 'CHML', 'CHM']"
RGS16	['GNAZ']
RGS17	['GNAZ']
RGS20	['GNAZ']
RGS9	"['RGS9BP', 'GNB5']"
RGS9BP	"['RGS9', 'GNB5']"
RHEB	"['MLST8', 'RRAGD', 'RRAGA', 'RRAGB', 'RPTOR', 'RRAGC', 'SLC38A9', 'MTOR', 'AKT1S1', 'MAF1']"
RHO	"['GNAT2', 'GNG2', 'GNAT1', 'GNB1', 'RAB11A', 'RAB11FIP3', 'RAB3IP', 'RAB8A', 'SAG', 'RHO', 'OPN1SW', 'OPN1LW', 'OPN1MW', 'GNGT1']"
RHOA	"['ROCK2', 'ROCK1', 'DVL2', 'Q08463', 'DAAM1', 'KIF14', 'PKN1', 'PKN2', 'PDPK1', 'KLC2', 'KIF5A', 'KLC1', 'ARHGDIA', 'NGFR', 'NGF', 'LINGO1', 'RTN4', 'RTN4R', 'MAG', 'OMG', 'RHPN1', 'ROPN1', 'ARHGAP35', 'MYL9', 'MYH9', 'MYH11', 'MYH14', 'MYL6', 'MYH10', 'MYL12A', 'HSP90AA1', 'SRC', 'VEGFA', 'PTK2', 'SHB', 'KDR', 'LIMK1', 'PPP1R12B', 'PPP1CB', 'PPP1R12A', 'ACTG1', 'ACTB', 'MKL1', 'LIN7B']"
RHOB	"['ROCK1', 'ROCK2', 'KIF14', 'PKN2', 'PKN1', 'PDPK1', 'RHPN2', 'LIMK1', 'PPP1R12A', 'PPP1R12B', 'PPP1CB', 'MYH14', 'MYL6', 'MYH9', 'MYL12A', 'MYH10', 'MYL9', 'MYH11']"
RHOC	"['ROCK1', 'ROCK2', 'KIF14', 'PKN1', 'PKN2', 'PDPK1', 'FMNL3', 'ACTG1', 'ACTB', 'LIMK1', 'PPP1CB', 'PPP1R12B', 'PPP1R12A', 'MYH10', 'MYL12A', 'MYH9', 'MYH14', 'MYL9', 'MYL6', 'MYH11']"
RHOD	['DIAPH2']
RHOG	"['PIK3CA', 'PIK3R1', 'KLC1', 'KIF5A', 'KLC2']"
RHOQ	"['CFTR', 'GOPC']"
RHPN1	"['RHOA', 'ROPN1']"
RHPN2	['RHOA']
RIC1	"['RAB6A', 'RGP1', 'GDI2', 'GDI1', 'CHM', 'CHML']"
RIF1	"['NBN', 'RAD50', 'RNF8', 'ATM', 'PAXIP1', 'MRE11', 'HIST3H3', 'NSD2', 'TP53BP1', 'SUMO1', 'HERC2', 'PIAS4', 'MDC1', 'UBE2V2', 'KAT5', 'UBE2N', 'RNF168', 'HIST2H4A', 'H2AFX']"
RILP	"['RAB7A', 'OSBPL1A', 'RILP']"
RIMS1	['UNC13B']
RIN3	"['CHML', 'GDI2', 'GDI1', 'RAB31', 'CHM']"
RING1	"['E2F6', 'EHMT2', 'MGA', 'EHMT1', 'TFDP1', 'CBX3', 'MAX', 'PHC3', 'PHC1', 'PCGF6']"
RINT1	"['STX18', 'BNIP1', 'USE1']"
RIPK1	"['RIPK1', 'IKBKB', 'CHUK', 'IKBKG', 'RIPK3', 'TNFAIP3', 'FADD', 'CASP8', 'CFLAR', 'TICAM1', 'TLR3', 'MLKL', 'CASP10', 'ZBP1']"
RIPK2	"['NGF', 'NGFR', 'RIPK2', 'IKBKG', 'TAB1', 'TAB3', 'MAP3K7', 'TAB2', 'NOD2', 'NOD1', 'CARD9', 'CARD11', 'PDPK1', 'BCL10']"
RIPK3	"['RIPK3', 'RIPK1', 'TICAM2', 'TLR4', 'CD14', 'TICAM1', 'LY96', 'ZBP1', 'MLKL', 'TLR3']"
RIT1	"['NGF', 'NTRK1', 'BRAF']"
RIT2	"['NTRK1', 'NGF', 'BRAF']"
RLN2	"['RXFP1', 'RXFP2', 'RLN2']"
RLN3	"['RXFP1', 'RXFP3', 'RXFP4', 'RLN3']"
RMI1	"['ATRIP', 'ATR', 'BLM', 'RMI2', 'SPIDR', 'RPA1', 'RPA2', 'RPA3', 'XRCC3', 'RAD51C']"
RMI2	"['ATRIP', 'ATR', 'SPIDR', 'RPA3', 'RPA2', 'RPA1', 'XRCC3', 'RAD51C']"
RNASE1	"['RNASE1', 'PCNT', 'ARL13B', 'PLIN2', 'LAMP2', 'HDAC6', 'HBB', 'VIM', 'PLIN3', 'PARK7', 'IFT88', 'CETN1', 'CFTR', 'HSPA8', 'GFAP']"
RNASEL	"['ABCE1', 'RNASEL']"
RND1	"['SEMA4D', 'PLXNB1', 'ERBB2', 'ARHGEF12', 'ARHGEF11', 'MET', 'ARHGAP35', 'FYN', 'RAC1', 'NRP1', 'PLXNA2', 'PLXNA4', 'SEMA3A', 'PLXNA1', 'FES', 'PLXNA3']"
RNF111	['SMAD7']
RNF123	['USP19']
RNF128	['USP8']
RNF135	"['RNF135', 'ATG12', 'MAVS', 'ATG5', 'CHUK', 'IKBKB', 'IKBKG', 'TRAF3', 'IRF7', 'IRF3', 'ITCH', 'FADD', 'RIPK1', 'CASP8', 'CASP10', 'IKBKE', 'TBK1', 'SIKE1']"
RNF144A	"['UBE2L3', 'PRKDC']"
RNF146	"['TNKS2', 'TNKS']"
RNF152	"['UBE2N', 'RRAGA']"
RNF168	"['TP53BP1', 'PAXIP1', 'CHEK2', 'RAD50', 'KAT5', 'MRE11', 'NBN', 'NSD2', 'MDC1', 'H2AFX', 'KDM4A', 'HIST2H4A', 'SUMO1', 'PIAS4', 'HIST3H3', 'ATM', 'KDM4B', 'RNF8', 'HERC2', 'UBE2V2', 'UBE2N', 'SUMO2', 'UBE2I', 'RIF1']"
RNF181	['BCL10']
RNF2	"['EHMT2', 'E2F6', 'MAX', 'MGA', 'CBX3', 'TFDP1', 'EHMT1', 'PCGF6']"
RNF20	"['RNF40', 'RNF20']"
RNF31	"['RBCK1', 'OTULIN', 'CHUK', 'IKBKG', 'IKBKB']"
RNF4	['RNF4']
RNF40	['RNF40']
RNF43	"['WNT3A', 'FZD4', 'LRP6']"
RNF8	"['TP53BP1', 'PAXIP1', 'CHEK2', 'PIAS4', 'RNF168', 'HERC2', 'RNF8', 'UBE2N', 'UBE2V2', 'UBE2I', 'SUMO1', 'SUMO2', 'RIF1']"
RNGTT	"['RNMT', 'SUPT5H']"
RNMT	"['RNGTT', 'GTF2F1', 'GTF2F2']"
ROBO1	"['ARHGAP39', 'SLIT3', 'FLRT3', 'ABL2', 'ABL1', 'VASP', 'EVL', 'ENAH', 'MYO9B', 'NCK2', 'NCK1', 'SOS2', 'SOS1', 'SRGAP2', 'SRGAP3', 'SRGAP1']"
ROBO2	"['AKAP5', 'PRKCA', 'SLIT3']"
ROBO3	"['NELL2', 'ROBO2', 'AKAP5', 'Q3UHH1', 'PRKCA']"
ROCK1	"['MYL12A', 'MYH9', 'MYL9', 'MYH11', 'MYH14', 'MYH10', 'MYL6', 'HSP90AA1', 'KDR', 'PTK2', 'SRC', 'SHB', 'VEGFA', 'LIMK1', 'PPP1R12B', 'PPP1CB', 'PPP1R12A', 'P53670']"
ROCK2	"['MYH10', 'MYL6', 'MYH14', 'MYL9', 'MYH9', 'MYL12A', 'MYH11', 'SHB', 'SRC', 'PTK2', 'VEGFA', 'KDR', 'HSP90AA1', 'LIMK1', 'PPP1R12B', 'PPP1CB', 'PPP1R12A']"
ROPN1	['ROPN1']
ROR2	"['VANGL2', 'WNT5A']"
RORA	['SUMO1']
RP2	"['UNC119B', 'ARL3', 'RP2']"
RPA1	"['FEN1', 'ATRIP', 'ATR', 'ERCC5', 'HSF1', 'ISG15', 'PCNA', 'SPRTN', 'POLD3', 'POLD1', 'POLD2', 'POLD4', 'POLH', 'MAD2L2', 'REV3L', 'POLK', 'CUL4B', 'UBE2B', 'DTL', 'RBX1', 'RAD18', 'DDB1', 'CUL4A', 'HUS1', 'RAD1', 'RAD9A', 'RAD9B', 'UBE2L6', 'TRIM25', 'POLB', 'APEX1', 'SUMO3', 'UBE2I', 'SUMO2', 'UBA7']"
RPA2	"['FEN1', 'ATR', 'ATRIP', 'ERCC5', 'HSF1', 'ISG15', 'PCNA', 'SPRTN', 'POLD3', 'POLD1', 'POLD2', 'POLD4', 'POLH', 'REV3L', 'MAD2L2', 'POLK', 'DDB1', 'RAD18', 'CUL4B', 'DTL', 'CUL4A', 'RBX1', 'UBE2B', 'RPA1', 'RAD9A', 'HUS1', 'RAD1', 'RAD9B', 'UBE2L6', 'TRIM25', 'APEX1', 'POLB', 'UBA7']"
RPA3	"['FEN1', 'ATRIP', 'ATR', 'ERCC5', 'HSF1', 'ISG15', 'PCNA', 'SPRTN', 'POLD4', 'POLD3', 'POLD2', 'POLD1', 'POLH', 'REV3L', 'MAD2L2', 'POLK', 'DDB1', 'RAD18', 'CUL4B', 'UBE2B', 'RBX1', 'CUL4A', 'DTL', 'RPA2', 'RPA1', 'RAD9A', 'HUS1', 'RAD1', 'RAD9B', 'UBE2L6', 'TRIM25', 'APEX1', 'POLB', 'UBA7']"
RPA4	"['RPA2', 'RPA3', 'RPA1']"
RPAP2	"['RPRD1A', 'RPRD1B']"
RPE	['RPE']
RPEL1	['RPEL1']
RPRD1A	"['RPRD1B', 'RPRD1A']"
RPRD1B	['RPRD1B']
RPRD2	"['RPRD1A', 'RPRD1B', 'RPAP2']"
RPS6KA1	"['CREB1', 'CEBPB', 'P21272']"
RPS6KA2	"['CREB1', 'CEBPB']"
RPS6KA3	"['CREB1', 'CEBPB', 'P21272']"
RPS6KA5	"['ATF1', 'CREB1', 'NFKB1', 'RELA']"
RPS6KB1	"['EIF4B', 'EIF4G1', 'EEF2K', 'RPS6']"
RPTOR	"['MLST8', 'AKT1S1', 'RHEB', 'RPTOR', 'RRAGD', 'RRAGC', 'SLC38A9', 'RRAGB', 'RRAGA', 'MTOR', 'MAF1']"
RRAGA	"['RHEB', 'RRAGD', 'RRAGC', 'SLC38A9', 'AKT1S1', 'MTOR', 'RPTOR', 'MLST8', 'MAF1']"
RRAGB	"['RHEB', 'RRAGC', 'RRAGD', 'SLC38A9', 'AKT1S1', 'MTOR', 'RPTOR', 'MLST8', 'MAF1']"
RRAGC	"['RHEB', 'RRAGB', 'RRAGA', 'SLC38A9', 'AKT1S1', 'MLST8', 'MTOR', 'RPTOR', 'MAF1']"
RRAGD	"['RHEB', 'RRAGA', 'RRAGB', 'SLC38A9', 'AKT1S1', 'RPTOR', 'MLST8', 'MTOR', 'MAF1']"
RRM1	"['RRM2', 'RRM2B', 'RRM1', 'GLRX', 'TXN']"
RRM2	"['RRM2', 'GLRX', 'TXN']"
RRM2B	"['RRM2B', 'GLRX', 'TXN']"
RRN3	['UBTF']
RRP7A	"['NOL6', 'RRP36']"
RRP8	['SUV39H1']
RSF1	"['HIST2H4A', 'CENPA', 'SMARCA5']"
RSPO1	"['RNF43', 'ZNRF3']"
RSPO2	"['RNF43', 'ZNRF3']"
RSPO3	"['ZNRF3', 'RNF43']"
RSPO4	"['RNF43', 'ZNRF3']"
RTEL1	"['XRCC3', 'RAD51C']"
RTKN	"['RHOB', 'RHOC', 'RHOA', 'LIN7B']"
RTN4	['ARHGDIA']
RTN4R	"['RTN4R', 'ARHGDIA', 'NGFR', 'LINGO1', 'RTN4', 'OMG', 'MAG']"
RUFY1	['RAB5A']
RUNX1	"['CDK6', 'ELF1', 'ELF2', 'EP300', 'ESR1', 'FOXP3', 'NFATC2', 'PAX5', 'PRMT1', 'PRMT6', 'SIN3A', 'SMARCB1', 'SMARCA4', 'SMARCA2', 'SMARCC1', 'SMARCC2', 'YAP1', 'Q08024']"
RUNX2	"['SKP1', 'RBX1', 'CUL1', 'FBXW7', 'CBFB', 'AR', 'SP7', 'SMAD1', 'SMAD4', 'GSK3B', 'HAND2', 'HDAC4', 'WWP1', 'MAF', 'RBM14', 'SKP2', 'SMURF1', 'SOX9', 'STUB1', 'TWIST1', 'TWIST2', 'WWTR1', 'ZNF521']"
RUNX3	"['CCND1', 'BRD2', 'HDAC4', 'EP300', 'SRC', 'TCF7L2', 'CTNNB1', 'YAP1', 'TEAD1', 'TEAD4', 'ZFHX3', 'FOXO3']"
RUVBL1	"['TRRAP', 'USP37', 'CCNA1', 'CCNA2', 'HIST2H4A', 'HIST3H3']"
RXRA	"['PPARA', 'NR1H2', 'ABCA1', 'NR1H3', 'NRIP1', 'TBL1XR1', 'PPARG', 'NCOR1', 'NCOR2', 'RARA', 'RARG', 'PPARD', 'FABP5', 'SUMO1', 'FABP1', 'NCOA2', 'UBE2I']"
RXRB	"['NR1H3', 'NRIP1', 'RARB']"
RYBP	"['BMI1', 'PHC3', 'PHC1', 'RING1', 'PCGF2', 'RNF2', 'L3MBTL2', 'PCGF6']"
RYK	"['VANGL2', 'P22725']"
RYR1	['RYR1']
RYR2	['RYR2']
RYR3	['RYR3']
S100A1	"['S100A1', 'LY96', 'TLR4']"
S100A10	"['S100A10', 'ANXA2']"
S100A12	['S100A12']
S100A7	['S100A7']
S100A7A	['S100A7A']
S100A8	"['S100A9', 'S100A8', 'LY96', 'TLR4']"
S100A9	"['S100A8', 'S100A9', 'TLR4', 'LY96']"
S100B	"['CAPZA1', 'CAPZA2', 'S100B']"
SAA1	['SAA1']
SAE1	"['UBA2', 'SUMO1', 'SUMO2', 'SUMO3', 'UBE2I']"
SAFB	"['SUMO1', 'UBE2I', 'SUMO2', 'SUMO3']"
SAG	['RHO']
SAMHD1	['SAMHD1']
SAMM50	"['MTX2', 'MTX1']"
SAR1B	"['SEC24D', 'SEC24B', 'SEC24A', 'SEC23A', 'SEC24C', 'SEC31A', 'SEC13', 'SEC16A', 'SEC16B', 'B2M', 'HLA-DPA1', 'HLA-DQA2', 'CD74', 'HLA-DQA1', 'HLA-DRA', 'SCAP', 'SAR1B', 'SREBF2', 'SREBF1', 'TFG']"
SARS	['SARS']
SARS2	['SARS2']
SATB1	"['SUMO1', 'UBE2I', 'SUMO2', 'SUMO3']"
SATB2	['RUNX2']
SAV1	"['SAV1', 'STK3', 'STK4']"
SBF1	"['RAB21', 'GDI1', 'CHML', 'CHM', 'GDI2']"
SBF2	"['SBF2', 'GDI1', 'GDI2', 'RAB21', 'CHML', 'CHM']"
SCAP	"['SCAP', 'SREBF2', 'SREBF1', 'INSIG2', 'INSIG1']"
SCARA5	"['SCARA5', 'FTH1', 'FTL']"
SCD	['SCD']
SCD5	['SCD5']
SCFD1	"['STX5', 'BET1', 'GOSR2', 'SEC22B', 'USO1', 'GORASP1', 'GOLGA2']"
SCLY	['SCLY']
SCN5A	['SCN1B']
SCNN1A	"['SCNN1G', 'SCNN1B']"
SCNN1B	['SCNN1G']
SCNN1D	"['SCNN1B', 'SCNN1G']"
SCNN1G	"['SCNN1B', 'SCNN1D', 'SCNN1A']"
SCOC	['ARL1']
SCRIB	['FZD3']
SCTR	['SCT']
SCUBE1	['SCUBE1']
SCUBE2	"['SHH', 'DISP2']"
SCUBE3	"['SCUBE3', 'SCUBE1']"
SDC2	['SDC2']
SDHB	['SDHA']
SDHC	"['SDHB', 'SDHA']"
SDHD	"['SDHB', 'SDHC', 'SDHA']"
SDK1	['SDK1']
SDK2	['SDK2']
SDS	['SDS']
SDSL	['SDSL']
SEC13	"['SEC23A', 'SEC24B', 'SEC24A', 'SEC24D', 'SEC24C', 'SAR1B', 'TFG', 'SEC22B', 'SEC16A', 'SEC16B', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'CD74', 'HLA-DPA1', 'HLA-DQA1', 'HLA-DRA', 'HLA-DQA2', 'SEC23IP', 'SEC31A', 'SEC13']"
SEC16B	['SEC16A']
SEC22B	"['SEC16B', 'SAR1B', 'SEC24D', 'TFG', 'SEC16A', 'SEC24C', 'SEC24B', 'SEC23A', 'SEC24A', 'RAB1A', 'GORASP1', 'GOLGA2', 'STX18', 'USE1', 'BNIP1', 'NSF', 'TAPBP', 'CALR', 'TAP2', 'TAP1']"
SEC23A	"['SEC31A', 'SEC13', 'SAR1B', 'SEC16B', 'SEC16A', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'HLA-DRA', 'HLA-DPA1', 'HLA-DQA1', 'HLA-DQA2', 'CD74', 'SEC24C', 'SEC24D', 'SEC24A', 'SEC24B', 'GOSR2', 'STX5', 'SEC22B', 'SREBF1', 'SEC23A', 'SCAP', 'SREBF2', 'PREB', 'MIA3', 'CTAGE5', 'TFG']"
SEC23IP	"['SEC24C', 'SEC16B', 'SEC24A', 'SEC22B', 'SEC24B', 'SAR1B', 'SEC16A', 'TFG', 'SEC23A', 'SEC24D', 'RAB1A', 'GORASP1', 'GOLGA2', 'SEC31A']"
SEC24A	"['SEC13', 'SEC31A', 'SAR1B', 'SEC16A', 'SEC16B', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'CD74', 'HLA-DQA2', 'HLA-DPA1', 'HLA-DRA', 'HLA-DQA1', 'SCAP', 'SEC24A', 'SEC24C', 'SREBF1', 'SEC24D', 'SEC24B', 'SREBF2', 'TFG', 'SEC23A']"
SEC24B	"['SEC31A', 'SEC13', 'SAR1B', 'SEC16B', 'SEC16A', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'HLA-DRA', 'HLA-DQA1', 'CD74', 'HLA-DQA2', 'HLA-DPA1', 'SEC24B', 'SEC24C', 'SREBF1', 'SCAP', 'SREBF2', 'TFG', 'SEC23A']"
SEC24C	"['SEC31A', 'SEC13', 'SAR1B', 'SEC16A', 'SEC16B', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'HLA-DQA1', 'HLA-DRA', 'HLA-DQA2', 'HLA-DPA1', 'CD74', 'SEC23A', 'STX5', 'GOSR2', 'SREBF1', 'SEC24C', 'SCAP', 'SREBF2', 'MIA3', 'CTAGE5', 'PREB', 'TFG']"
SEC24D	"['SEC31A', 'SEC13', 'SAR1B', 'SEC16A', 'SEC16B', 'RAB1A', 'GOLGA2', 'GORASP1', 'B2M', 'HLA-DQA1', 'HLA-DRA', 'HLA-DPA1', 'CD74', 'HLA-DQA2', 'SEC23A', 'STX5', 'GOSR2', 'SREBF2', 'SREBF1', 'SEC24C', 'SEC24D', 'SEC24B', 'SCAP', 'TFG']"
SEC31A	"['SEC24D', 'SEC23A', 'SEC24B', 'SEC24A', 'SAR1B', 'SEC24C', 'SEC16B', 'TFG', 'SEC16A', 'SEC22B', 'RAB1A', 'GORASP1', 'GOLGA2', 'B2M', 'HLA-DPA1', 'HLA-DQA2', 'HLA-DRA', 'HLA-DQA1', 'CD74', 'SEC31A', 'SEC23IP', 'SEC13']"
SEC61A1	"['SEC61G', 'SEC61B']"
SEC61A2	"['SEC61G', 'SEC61B']"
SEC61B	"['B7NZQ9', 'G1SU30', 'SEC61G']"
SEC61G	['SEC61B']
SECISBP2	['EEFSEC']
SEL1L	['SYVN1']
SELE	"['CD44', 'SELPLG', 'SPN', 'GLG1']"
SELL	"['MADCAM1', 'GLYCAM1', 'CD34']"
SELPLG	"['SPN', 'SELPLG', 'CD44', 'GLG1', 'SELP', 'SELE', 'ESAM', 'SELL']"
SEMA3A	"['SEMA3A', 'CDK5R1', 'PLXNA1', 'NRP1', 'CDK5', 'PLXNA3', 'FYN', 'PLXNA4', 'PLXNA2', 'PAK2', 'PAK1', 'PAK3', 'RAC1', 'FES', 'FARP2']"
SEMA4D	"['SEMA4D', 'CD72', 'ARHGEF11', 'ARHGEF12', 'ARHGAP35', 'PTPRC', 'RAC1']"
SEMA5A	['PLXNB3']
SEMG1	['SEMG1']
SENP1	"['SUMO1', 'SUMO2', 'SUMO3']"
SENP2	"['SUMO1', 'SUMO2', 'SUMO3']"
SENP5	"['SUMO1', 'SUMO2', 'SUMO3']"
SENP8	['NEDD8']
SEPSECS	['SEPSECS']
SERPINA1	['LMAN1']
SERPINB13	"['CTSK', 'CTSV', 'CTSL']"
SERPINB2	"['PLAU', 'PLAUR']"
SERPINC1	"['SERPINC1', 'F2']"
SERPINE2	['SERPINE2']
SERPING1	"['C1R', 'SERPING1', 'IGHG3', 'C1S', 'IGHG1', 'C1QB', 'C1QC', 'IGKC', 'C1QA', 'IGHG4', 'IGHG2', 'F12', 'KLKB1']"
SESN1	"['DEPDC5', 'ITFG2', 'NPRL2', 'KPTN', 'C12orf66', 'NPRL3', 'SZT2']"
SESN2	"['KPTN', 'NPRL3', 'SZT2', 'ITFG2', 'DEPDC5', 'NPRL2', 'C12orf66']"
SETD6	"['RELA', 'NFKB1', 'NFKB2']"
SETD9	['TP53']
SF3A1	"['SF3A2', 'SF3A3']"
SF3A2	['SF3A3']
SFN	"['SFN', 'CDK1', 'CCNB1', 'FOXO3']"
SFPQ	['O69622']
SFRP1	['P27467']
SFTA3	['DMBT1']
SFTPA1	"['SFTPA2', 'SFTPA1', 'DMBT1', 'TLR1', 'TLR2', 'SIRPA']"
SFTPA2	"['SFTPA2', 'DMBT1', 'TLR1', 'TLR2', 'SIRPA']"
SFTPB	['SFTPB']
SFTPD	"['SFTPD', 'DMBT1', 'TLR2', 'TLR1', 'SIRPA']"
SGK1	"['CREB1', 'SRF', 'MDM2']"
SGTA	"['APP', 'PRNP', 'VAMP2', 'BAG6', 'UBL4A', 'GET4', 'ASNA1', 'SGTA']"
SH2B1	"['SH2B1', 'JAK2', 'IRS1', 'IRS2']"
SH2B2	"['SH2B2', 'KITLG', 'KIT', 'JAK2']"
SH2B3	"['KIT', 'KITLG', 'JAK2']"
SH2D2A	"['VEGFA', 'KDR', 'SRC', 'AXL', 'PIK3CB', 'PIK3R1', 'PIK3CA', 'PIK3R2']"
SH3D19	['PUM1']
SH3GL1	['SH3GL1']
