,gene,ndiseases
3032,TUBB6,1
3033,EXOC8,1
3034,IRF2BP2,1
3035,AK7,1
3036,ELMOD3,1
3037,MIEF2,1
3038,ERMARD,1
3039,CLPX,1
3040,NCAPD2,1
3041,PLD3,1
3042,WASHC4,1
3043,GRXCR2,1
3044,CLDN9,1
3045,DCAF8,1
3046,IFT27,1
3047,UQCC3,1
3048,FRMD4A,1
3049,COQ5,1
3050,ZCCHC8,1
3051,PRDM8,1
3052,SIPA1L3,1
3053,KDF1,1
3054,THSD1,1
3055,ACER3,1
3056,GUF1,1
3057,KIAA0753,1
3058,CIBAR1,1
3059,WDFY3,1
3060,CFAP44,1
3061,MEIOB,1
3062,ZFHX2,1
3063,ERGIC1,1
3064,TDRD9,1
3065,EEF1AKNMT,1
3066,RNPC3,1
3067,RPL35,1
3068,TRAPPC14,1
3069,USP45,1
3070,HEPHL1,1
3071,NUTM2B-AS1,1
3072,CFAP70,1
3073,DALRD3,1
3074,CLRN2,1
3075,ACHE,1
3076,AMPD3,1
3077,CD44,1
3078,BSG,1
3079,ABO,1
3080,ART4,1
3081,FUT3,1
3082,RHD,1
3083,EPX,1
3084,EPOR,1
3085,FUT6,1
3086,HP,1
3087,IMPDH2,1
3088,FCGR1A,1
3089,KLK1,1
3090,LDHB,1
3091,PLTP,1
3092,PROZ,1
3093,SOD3,1
3094,TDO2,1
3095,FUT1,1
3096,XG,1
3097,SERPINA7,1
3098,CHIT1,1
3099,AQP3,1
3100,ASIP,1
3101,GCKR,1
3102,SCARB1,1
3103,PLA2G5,1
3104,IRF4,1
3105,SORT1,1
3106,AQP7,1
3107,B3GALNT1,1
3108,VNN1,1
3109,GSTZ1,1
3110,SARDH,1
3111,CD207,1
3112,TAS2R16,1
3113,PRKAG3,1
3114,SHPK,1
3115,BHLHE41,1
3116,SLC28A1,1
3117,TAS2R38,1
3118,SEMA7A,1
3119,DCXR,1
3120,LIMA1,1
3121,ERMAP,1
3122,HAL,1
3123,WWC1,1
3124,TPCN2,1
3125,NAT2,1
3126,AGXT2,1
3127,BCAM,1
3128,MIR2861,1
3129,SLC14A1,1
3130,KEL,1
3131,KHK,1
3132,ICAM4,1
3133,PHYKPL,1
3134,OR2J3,1
3135,SMIM1,1
3136,ADD1,1
3137,A2M,1
3138,ADRA2C,1
3139,ALK,1
3140,ATP2B2,1
3141,ADRB3,1
3142,CALCR,1
3143,CD46,1
3144,CDK4,1
3145,DNASE1,1
3146,ANXA5,1
3147,EPHX2,1
3148,EIF4E,1
3149,FGFR4,1
3150,GABRD,1
3151,GPD2,1
3152,HDC,1
3153,HLA-A,1
3154,HLA-DPB1,1
3155,IL7,1
3156,HLA-DQA1,1
3157,CXCR1,1
3158,MS4A2,1
3159,SOD2,1
3160,IDH1,1
3161,IL1B,1
3162,ICAM1,1
3163,LGALS2,1
3164,LOXL1,1
3165,MIF,1
3166,MBL2,1
3167,MAX,1
3168,MC3R,1
3169,MSMB,1
3170,MUC7,1
3171,NOS2,1
3172,PAX5,1
3173,PRPH,1
3174,PPARA,1
3175,PLA2G2A,1
3176,PHB,1
3177,PTGER2,1
3178,PTPN1,1
3179,MMP3,1
3180,SDC3,1
3181,CCL5,1
3182,TPMT,1
3183,THBS2,1
3184,TBXA2R,1
3185,MYB,1
3186,USF1,1
3187,VEGFA,1
3188,XBP1,1
3189,PRICKLE3,1
3190,GLUD2,1
3191,XPNPEP2,1
3192,TMLHE,1
3193,PTCHD1,1
3194,MST1R,1
3195,ADCY3,1
3196,AKR1C4,1
3197,EIF4G1,1
3198,STAT4,1
3199,NLGN1,1
3200,MEF2A,1
3201,HMGA1,1
3202,SYN2,1
3203,MUC5B,1
3204,IRS2,1
3205,MTNR1B,1
3206,CXCL12,1
3207,HMMR,1
3208,NFKBIL1,1
3209,CYP2C8,1
3210,GCLM,1
3211,RANBP2,1
3212,TLR1,1
3213,CCR2,1
3214,CCL3L1,1
3215,CTRC,1
3216,DAZL,1
3217,VPS35,1
3218,PRSS2,1
3219,BARD1,1
3220,SMN2,1
3221,UCP2,1
3222,TRAF3,1
3223,UGT2B17,1
3224,COPA,1
3225,CRY1,1
3226,RORB,1
3227,RHOH,1
3228,UCP3,1
3229,MYO9B,1
3230,TCF7L2,1
3231,PON2,1
3232,SPRY2,1
3233,LRP8,1
3234,OLR1,1
3235,CARTPT,1
3236,FKBP5,1
3237,PSMA6,1
3238,SMAD7,1
3239,FAAH,1
3240,RAD51D,1
3241,AURKA,1
3242,SHANK2,1
3243,ALG10B,1
3244,PDLIM4,1
3245,CILP,1
3246,TNFSF4,1
3247,ALOX5AP,1
3248,IRF3,1
3249,KCNMB1,1
3250,SEMA3A,1
3251,PPP1R17,1
3252,IL18BP,1
3253,SLC22A4,1
3254,APPL1,1
3255,CHIC2,1
3256,IRAK3,1
3257,HOXB13,1
3258,MAPK8IP1,1
3259,PTGDR,1
3260,AKAP10,1
3261,HS6ST1,1
3262,KIR3DL1,1
3263,FRZB,1
3264,ADCY10,1
3265,DISC1,1
3266,CAPN10,1
3267,CYP3A5,1
3268,GHRL,1
3269,MINPP1,1
3270,ABCA7,1
3271,PRKCH,1
3272,CD244,1
3273,RETN,1
3274,RTN4R,1
3275,IFITM3,1
3276,TRPM7,1
3277,BTNL2,1
3278,SRGAP1,1
3279,SCGB3A2,1
3280,LGR4,1
3281,CLEC1A,1
3282,RBM12,1
3283,IFNL3,1
3284,TICAM1,1
3285,ZNF365,1
3286,PALLD,1
3287,DDX41,1
3288,UNC93B1,1
3289,IGF2BP2,1
3290,SLC9A9,1
3291,HMCN1,1
3292,NPSR1,1
3293,CASP12,1
3294,EFHC1,1
3295,SUMO4,1
3296,LRRK2,1
3297,KRT75,1
3298,FFAR4,1
3299,POU6F2,1
3300,EHBP1,1
3301,SIAE,1
3302,CCDC28B,1
3303,GALNT12,1
3304,CHD8,1
3305,FUZ,1
3306,A2ML1,1
3307,ATG16L1,1
3308,ZFAT,1
3309,MIAT,1
3310,MTMR14,1
3311,SLC30A8,1
3312,ARMS2,1
3313,FOXD3,1
3314,NCR3,1
3315,GIGYF2,1
3316,TBC1D4,1
3317,KLHDC8B,1
3318,KCNJ18,1
3319,TMEM127,1
3320,KCNK18,1
3321,RNF213,1
3322,GLCCI1,1
3323,BICC1,1
3324,TM4SF20,1
3325,MRAP2,1
3326,AP1S3,1
3327,NUDT15,1
3328,INAVA,1
3329,RABL3,1
